# frame time_sec x y dx dy
354.000000 11.801311 53.409240 29.132042 2.997716 -3.066410
355.000000 11.834648 53.675843 28.969688 3.264318 -3.228764
356.000000 11.867985 53.675843 28.969688 3.264318 -3.228764
357.000000 11.901322 53.805175 29.001826 3.393651 -3.196625
358.000000 11.934659 53.952337 29.062423 3.540813 -3.136029
359.000000 11.967996 53.410552 29.265919 2.999027 -2.932533
360.000000 12.001333 51.942849 29.963479 1.531325 -2.234973
361.000000 12.034670 51.711729 30.086454 1.300205 -2.111998
362.000000 12.068007 51.604807 29.954444 1.193283 -2.244008
363.000000 12.101344 51.723011 30.709349 1.311487 -1.489103
364.000000 12.134681 53.818381 28.589872 3.406856 -3.608580
365.000000 12.168018 53.993480 28.460106 3.581956 -3.738346
366.000000 12.201355 53.556316 29.328563 3.144792 -2.869889
367.000000 12.234692 53.880136 29.406549 3.468612 -2.791903
368.000000 12.268029 54.236654 28.406576 3.825129 -3.791876
369.000000 12.301367 54.120026 28.605584 3.708501 -3.592868
370.000000 12.334704 53.612657 28.329869 3.201132 -3.868583
371.000000 12.368041 51.707636 29.462390 1.296111 -2.736062
372.000000 12.401378 53.424762 27.848254 3.013238 -4.350198
373.000000 12.434715 53.160692 28.474528 2.749167 -3.723924
374.000000 12.468052 52.291654 28.527040 1.880129 -3.671412
375.000000 12.501389 52.248150 28.781134 1.836626 -3.417318
376.000000 12.534726 54.140872 27.895961 3.729348 -4.302491
377.000000 12.568063 53.544033 28.151563 3.132509 -4.046888
378.000000 12.601400 54.010851 27.761614 3.599327 -4.436838
379.000000 12.634737 51.831196 29.828214 1.419672 -2.370238
380.000000 12.668074 53.267650 28.569187 2.856125 -3.629265
381.000000 12.701411 53.168051 28.196166 2.756527 -4.002286
382.000000 12.734748 52.490758 28.313894 2.079234 -3.884558
383.000000 12.768085 52.635851 28.739893 2.224326 -3.458558
384.000000 12.801422 52.402207 29.796750 1.990683 -2.401701
385.000000 12.834759 52.150984 29.749692 1.739460 -2.448759
386.000000 12.868096 54.952667 27.889000 4.541142 -4.309452
387.000000 12.901433 54.725768 27.783181 4.314244 -4.415271
388.000000 12.934770 53.604803 28.711790 3.193279 -3.486662
389.000000 12.968107 53.679800 28.477799 3.268275 -3.720653
390.000000 13.001444 52.893342 28.792848 2.481817 -3.405604
391.000000 13.034781 54.469320 28.214594 4.057796 -3.983858
392.000000 13.068118 53.676662 29.084389 3.265137 -3.114062
393.000000 13.101455 53.602909 28.767310 3.191384 -3.431142
394.000000 13.134792 52.163906 29.060448 1.752381 -3.138004
395.000000 13.168129 53.488217 28.144904 3.076692 -4.053547
396.000000 13.201467 53.380938 27.889375 2.969413 -4.309077
397.000000 13.234804 53.414987 28.056360 3.003463 -4.142092
398.000000 13.268141 51.558917 29.814175 1.147392 -2.384277
399.000000 13.301478 51.927964 29.306991 1.516439 -2.891461
400.000000 13.334815 52.223053 29.748491 1.811528 -2.449961
401.000000 13.368152 51.890052 29.530832 1.478528 -2.667620
